1,1,1,1,1,1,620.6880018597261,541.0332135488808
1,1,1,1,1,2,632.5,542.5
1,1,1,1,1,3,622.5,542.5
1,1,1,1,2,1,632.5,542.5
1,1,1,1,2,2,625.0,540.0
1,1,1,1,2,3,602.5,535.0
1,1,1,1,3,1,627.5,537.5
1,1,1,1,3,2,580.0,527.5
1,1,1,1,3,3,567.5,512.5
1,1,1,2,1,1,630.0,537.5
1,1,1,2,1,2,625.0,540.0
1,1,1,2,1,3,622.5,540.0
1,1,1,2,2,1,630.0,540.0
1,1,1,2,2,2,625.0,540.0
1,1,1,2,2,3,607.5,532.5
1,1,1,2,3,1,620.0,537.5
1,1,1,2,3,2,617.5,535.0
1,1,1,2,3,3,605.0,530.0
1,1,1,3,1,1,632.5,537.5
1,1,1,3,1,2,627.5,540.0
1,1,1,3,1,3,617.5,537.5
1,1,1,3,2,1,627.5,537.5
1,1,1,3,2,2,622.5,537.5
1,1,1,3,2,3,602.5,532.5
1,1,1,3,3,1,612.5,532.5
1,1,1,3,3,2,602.5,530.0
1,1,1,3,3,3,565.0,517.5
1,1,2,1,1,1,605.0,525.0
1,1,2,1,1,2,637.5,537.5
1,1,2,1,1,3,630.0,537.5
1,1,2,1,2,1,637.5,537.5
1,1,2,1,2,2,632.5,537.5
1,1,2,1,2,3,612.5,532.5
1,1,2,1,3,1,632.5,535.0
1,1,2,1,3,2,612.5,532.5
1,1,2,1,3,3,580.0,517.5
1,1,2,2,1,1,637.5,535.0
1,1,2,2,1,2,635.0,520.0
1,1,2,2,1,3,630.0,512.5
1,1,2,2,2,1,635.0,525.0
1,1,2,2,2,2,630.0,512.5
1,1,2,2,2,3,560.0,407.5
1,1,2,2,3,1,600.0,510.0
1,1,2,2,3,2,562.5,480.0
1,1,2,2,3,3,600.0,447.5
1,1,2,3,1,1,635.0,525.0
1,1,2,3,1,2,637.5,522.5
1,1,2,3,1,3,597.5,495.0
1,1,2,3,2,1,635.0,517.5
1,1,2,3,2,2,625.0,500.0
1,1,2,3,2,3,565.0,452.5
1,1,2,3,3,1,570.0,492.5
1,1,2,3,3,2,557.5,412.5
1,1,2,3,3,3,577.5,447.5
1,1,3,1,1,1,657.5,510.0
1,1,3,1,1,2,650.0,525.0
1,1,3,1,1,3,647.5,527.5
1,1,3,1,2,1,652.5,527.5
1,1,3,1,2,2,650.0,527.5
1,1,3,1,2,3,635.0,527.5
1,1,3,1,3,1,650.0,527.5
1,1,3,1,3,2,632.5,527.5
1,1,3,1,3,3,602.5,510.0
1,1,3,2,1,1,655.0,522.5
1,1,3,2,1,2,655.0,527.5
1,1,3,2,1,3,655.0,515.0
1,1,3,2,2,1,657.5,522.5
1,1,3,2,2,2,652.5,527.5
1,1,3,2,2,3,642.5,525.0
1,1,3,2,3,1,635.1706201993392,524.4002867078001
1,1,3,2,3,2,650.0,512.5
1,1,3,2,3,3,637.5,520.0
1,1,3,3,1,1,657.5,522.5
1,1,3,3,1,2,655.0,527.5
1,1,3,3,1,3,647.5,527.5
1,1,3,3,2,1,657.5,520.0
1,1,3,3,2,2,652.5,522.5
1,1,3,3,2,3,637.5,522.5
1,1,3,3,3,1,617.5,520.0
1,1,3,3,3,2,640.0,525.0
1,1,3,3,3,3,625.0,520.0
1,2,1,1,1,1,630.0,535.0
1,2,1,1,1,2,630.0,540.0
1,2,1,1,1,3,625.0,540.0
1,2,1,1,2,1,635.0,532.5
1,2,1,1,2,2,627.5,525.0
1,2,1,1,2,3,570.0,445.0
1,2,1,1,3,1,630.0,525.0
1,2,1,1,3,2,622.5,437.5
1,2,1,1,3,3,587.5,457.5
1,2,1,2,1,1,627.5,532.5
1,2,1,2,1,2,630.0,530.0
1,2,1,2,1,3,627.5,522.5
1,2,1,2,2,1,632.5,532.5
1,2,1,2,2,2,632.5,522.5
1,2,1,2,2,3,552.5,462.5
1,2,1,2,3,1,617.5,520.0
1,2,1,2,3,2,610.0,510.0
1,2,1,2,3,3,562.5,415.0
1,2,1,3,1,1,627.5,535.0
1,2,1,3,1,2,625.0,540.0
1,2,1,3,1,3,622.5,537.5
1,2,1,3,2,1,627.5,537.5
1,2,1,3,2,2,595.0,517.5
1,2,1,3,2,3,612.5,535.0
1,2,1,3,3,1,625.0,535.0
1,2,1,3,3,2,617.5,535.0
1,2,1,3,3,3,607.5,530.0
1,2,2,1,1,1,667.5,507.5
1,2,2,1,1,2,665.0,507.5
1,2,2,1,1,3,625.0,495.0
1,2,2,1,2,1,667.5,500.0
1,2,2,1,2,2,637.5,492.5
1,2,2,1,2,3,642.5,462.5
1,2,2,1,3,1,665.0,492.5
1,2,2,1,3,2,632.5,445.0
1,2,2,1,3,3,630.0,435.0
1,2,2,2,1,1,665.0,505.0
1,2,2,2,1,2,627.5,505.0
1,2,2,2,1,3,632.5,492.5
1,2,2,2,2,1,672.5,500.0
1,2,2,2,2,2,655.0,500.0
1,2,2,2,2,3,612.5,447.5
1,2,2,2,3,1,622.5,495.0
1,2,2,2,3,2,637.5,462.5
1,2,2,2,3,3,627.5,450.0
1,2,2,3,1,1,655.0,517.5
1,2,2,3,1,2,652.5,527.5
1,2,2,3,1,3,645.0,527.5
1,2,2,3,2,1,652.5,527.5
1,2,2,3,2,2,652.5,527.5
1,2,2,3,2,3,637.5,442.5
1,2,2,3,3,1,645.0,450.0
1,2,2,3,3,2,612.5,445.0
1,2,2,3,3,3,620.0,432.5
1,2,3,1,1,1,732.5,420.0
1,2,3,1,1,2,732.5,390.0
1,2,3,1,1,3,737.5,395.0
1,2,3,1,2,1,737.5,402.5
1,2,3,1,2,2,710.0,425.0
1,2,3,1,2,3,670.0,410.0
1,2,3,1,3,1,735.0,385.0
1,2,3,1,3,2,637.5,425.0
1,2,3,1,3,3,657.5,412.5
1,2,3,2,1,1,710.0,435.0
1,2,3,2,1,2,742.5,395.0
1,2,3,2,1,3,717.5,422.5
1,2,3,2,2,1,745.0,397.5
1,2,3,2,2,2,697.5,450.0
1,2,3,2,2,3,655.0,415.0
1,2,3,2,3,1,647.5,437.5
1,2,3,2,3,2,635.0,427.5
1,2,3,2,3,3,662.5,410.0
1,2,3,3,1,1,737.5,395.0
1,2,3,3,1,2,742.5,397.5
1,2,3,3,1,3,667.5,417.5
1,2,3,3,2,1,722.5,405.0
1,2,3,3,2,2,662.5,435.0
1,2,3,3,2,3,652.5,415.0
1,2,3,3,3,1,620.0,427.5
1,2,3,3,3,2,650.0,415.0
1,2,3,3,3,3,650.0,415.0
1,3,1,1,1,1,650.0,515.0
1,3,1,1,1,2,652.5,517.5
1,3,1,1,1,3,647.5,507.5
1,3,1,1,2,1,652.5,515.0
1,3,1,1,2,2,647.5,505.0
1,3,1,1,2,3,610.0,475.0
1,3,1,1,3,1,647.5,510.0
1,3,1,1,3,2,585.0,465.0
1,3,1,1,3,3,617.5,442.5
1,3,1,2,1,1,650.0,517.5
1,3,1,2,1,2,657.5,505.0
1,3,1,2,1,3,645.0,507.5
1,3,1,2,2,1,650.0,517.5
1,3,1,2,2,2,645.0,515.0
1,3,1,2,2,3,602.5,472.5
1,3,1,2,3,1,637.5,505.0
1,3,1,2,3,2,627.5,477.5
1,3,1,2,3,3,592.5,455.0
1,3,1,3,1,1,647.5,522.5
1,3,1,3,1,2,647.5,517.5
1,3,1,3,1,3,632.5,492.5
1,3,1,3,2,1,622.5,517.5
1,3,1,3,2,2,647.5,527.5
1,3,1,3,2,3,630.0,525.0
1,3,1,3,3,1,640.0,530.0
1,3,1,3,3,2,635.0,527.5
1,3,1,3,3,3,620.0,525.0
1,3,2,1,1,1,697.5,505.0
1,3,2,1,1,2,695.0,507.5
1,3,2,1,1,3,697.5,497.5
1,3,2,1,2,1,700.0,500.0
1,3,2,1,2,2,695.0,502.5
1,3,2,1,2,3,647.5,507.5
1,3,2,1,3,1,697.5,500.0
1,3,2,1,3,2,677.5,507.5
1,3,2,1,3,3,645.0,507.5
1,3,2,2,1,1,700.0,497.5
1,3,2,2,1,2,697.5,502.5
1,3,2,2,1,3,695.0,502.5
1,3,2,2,2,1,697.5,502.5
1,3,2,2,2,2,695.0,505.0
1,3,2,2,2,3,680.0,507.5
1,3,2,2,3,1,687.5,507.5
1,3,2,2,3,2,695.0,500.0
1,3,2,2,3,3,677.5,507.5
1,3,2,3,1,1,700.0,500.0
1,3,2,3,1,2,697.5,502.5
1,3,2,3,1,3,690.0,505.0
1,3,2,3,2,1,662.5,507.5
1,3,2,3,2,2,665.0,507.5
1,3,2,3,2,3,675.0,510.0
1,3,2,3,3,1,682.5,507.5
1,3,2,3,3,2,677.5,507.5
1,3,2,3,3,3,632.5,505.0
1,3,3,1,1,1,727.5,460.0
1,3,3,1,1,2,732.5,460.0
1,3,3,1,1,3,725.0,470.0
1,3,3,1,2,1,727.5,467.5
1,3,3,1,2,2,725.0,472.5
1,3,3,1,2,3,680.0,480.0
1,3,3,1,3,1,727.5,465.0
1,3,3,1,3,2,677.5,485.0
1,3,3,1,3,3,640.0,487.5
1,3,3,2,1,1,732.5,455.0
1,3,3,2,1,2,730.0,457.5
1,3,3,2,1,3,725.0,470.0
1,3,3,2,2,1,730.0,465.0
1,3,3,2,2,2,730.0,465.0
1,3,3,2,2,3,680.0,480.0
1,3,3,2,3,1,720.0,470.0
1,3,3,2,3,2,717.5,475.0
1,3,3,2,3,3,707.5,480.0
1,3,3,3,1,1,730.0,462.5
1,3,3,3,1,2,727.5,467.5
1,3,3,3,1,3,720.0,475.0
1,3,3,3,2,1,725.0,470.0
1,3,3,3,2,2,727.5,465.0
1,3,3,3,2,3,672.5,485.0
1,3,3,3,3,1,675.0,485.0
1,3,3,3,3,2,710.0,475.0
1,3,3,3,3,3,697.5,480.0
2,1,1,1,1,1,627.5,532.5
2,1,1,1,1,2,625.0,540.0
2,1,1,1,1,3,620.0,540.0
2,1,1,1,2,1,625.0,542.5
2,1,1,1,2,2,622.5,542.5
2,1,1,1,2,3,610.0,537.5
2,1,1,1,3,1,625.0,540.0
2,1,1,1,3,2,607.5,537.5
2,1,1,1,3,3,587.5,525.0
2,1,1,2,1,1,627.5,540.0
2,1,1,2,1,2,627.5,540.0
2,1,1,2,1,3,627.5,537.5
2,1,1,2,2,1,630.0,540.0
2,1,1,2,2,2,627.5,540.0
2,1,1,2,2,3,617.5,535.0
2,1,1,2,3,1,625.0,537.5
2,1,1,2,3,2,622.5,537.5
2,1,1,2,3,3,590.0,527.5
2,1,1,3,1,1,632.5,537.5
2,1,1,3,1,2,630.0,540.0
2,1,1,3,1,3,622.5,537.5
2,1,1,3,2,1,627.5,540.0
2,1,1,3,2,2,630.0,537.5
2,1,1,3,2,3,615.0,535.0
2,1,1,3,3,1,622.5,535.0
2,1,1,3,3,2,612.5,535.0
2,1,1,3,3,3,602.5,530.0
2,1,2,1,1,1,662.5,527.5
2,1,2,1,1,2,625.0,520.0
2,1,2,1,1,3,655.0,530.0
2,1,2,1,2,1,660.0,530.0
2,1,2,1,2,2,655.0,532.5
2,1,2,1,2,3,615.0,522.5
2,1,2,1,3,1,657.5,527.5
2,1,2,1,3,2,640.0,527.5
2,1,2,1,3,3,605.0,515.0
2,1,2,2,1,1,657.5,527.5
2,1,2,2,1,2,662.5,522.5
2,1,2,2,1,3,655.0,530.0
2,1,2,2,2,1,657.5,530.0
2,1,2,2,2,2,657.5,530.0
2,1,2,2,2,3,642.5,525.0
2,1,2,2,3,1,652.5,527.5
2,1,2,2,3,2,652.5,525.0
2,1,2,2,3,3,640.0,522.5
2,1,2,3,1,1,660.0,527.5
2,1,2,3,1,2,657.5,530.0
2,1,2,3,1,3,652.5,527.5
2,1,2,3,2,1,660.0,525.0
2,1,2,3,2,2,657.5,527.5
2,1,2,3,2,3,642.5,525.0
2,1,2,3,3,1,652.5,525.0
2,1,2,3,3,2,645.0,520.0
2,1,2,3,3,3,627.5,520.0
2,1,3,1,1,1,682.5,512.5
2,1,3,1,1,2,682.5,515.0
2,1,3,1,1,3,677.5,517.5
2,1,3,1,2,1,682.5,515.0
2,1,3,1,2,2,677.5,517.5
2,1,3,1,2,3,657.5,517.5
2,1,3,1,3,1,680.0,512.5
2,1,3,1,3,2,660.0,515.0
2,1,3,1,3,3,622.5,507.5
2,1,3,2,1,1,687.5,507.5
2,1,3,2,1,2,682.5,512.5
2,1,3,2,1,3,675.0,517.5
2,1,3,2,2,1,682.5,515.0
2,1,3,2,2,2,677.5,517.5
2,1,3,2,2,3,660.0,515.0
2,1,3,2,3,1,672.5,515.0
2,1,3,2,3,2,642.5,512.5
2,1,3,2,3,3,655.0,515.0
2,1,3,3,1,1,682.5,512.5
2,1,3,3,1,2,682.5,512.5
2,1,3,3,1,3,670.0,515.0
2,1,3,3,2,1,677.5,515.0
2,1,3,3,2,2,677.5,515.0
2,1,3,3,2,3,655.0,515.0
2,1,3,3,3,1,667.5,515.0
2,1,3,3,3,2,660.0,515.0
2,1,3,3,3,3,640.0,512.5
2,2,1,1,1,1,660.0,525.0
2,2,1,1,1,2,657.5,530.0
2,2,1,1,1,3,655.0,530.0
2,2,1,1,2,1,657.5,530.0
2,2,1,1,2,2,657.5,530.0
2,2,1,1,2,3,642.5,527.5
2,2,1,1,3,1,657.5,527.5
2,2,1,1,3,2,642.5,527.5
2,2,1,1,3,3,615.0,520.0
2,2,1,2,1,1,660.0,525.0
2,2,1,2,1,2,660.0,530.0
2,2,1,2,1,3,657.5,527.5
2,2,1,2,2,1,660.0,530.0
2,2,1,2,2,2,662.5,527.5
2,2,1,2,2,3,650.0,525.0
2,2,1,2,3,1,657.5,527.5
2,2,1,2,3,2,655.0,527.5
2,2,1,2,3,3,645.0,525.0
2,2,1,3,1,1,625.0,515.0
2,2,1,3,1,2,660.0,530.0
2,2,1,3,1,3,655.0,527.5
2,2,1,3,2,1,657.5,527.5
2,2,1,3,2,2,660.0,527.5
2,2,1,3,2,3,642.5,527.5
2,2,1,3,3,1,652.5,527.5
2,2,1,3,3,2,647.5,525.0
2,2,1,3,3,3,637.5,520.0
2,2,2,1,1,1,695.0,507.5
2,2,2,1,1,2,692.5,510.0
2,2,2,1,1,3,682.5,515.0
2,2,2,1,2,1,692.5,510.0
2,2,2,1,2,2,655.0,515.0
2,2,2,1,2,3,667.5,515.0
2,2,2,1,3,1,685.0,512.5
2,2,2,1,3,2,667.5,512.5
2,2,2,1,3,3,600.0,490.0
2,2,2,2,1,1,695.0,505.0
2,2,2,2,1,2,692.5,510.0
2,2,2,2,1,3,685.0,512.5
